Gene1	Gene1Samples	Gene2	Gene2Samples	Common	P_value	Adjusted_p
DCAF8L2	13	MMP24	6	1	3.00E-01	5.52E-01
DCAF8L2	13	MNDA	11	1	4.84E-01	6.38E-01
DCAF8L2	13	MORC1	24	1	1.00E+00	1.00E+00
DCAF8L2	13	MRGPRX4	8	3	6.93E-03	4.96E-01
DCAF8L2	13	MS4A14	13	1	5.44E-01	6.77E-01
DCAF8L2	13	MYBPC1	13	1	5.44E-01	6.77E-01
DCAF8L2	13	NAV3	56	4	5.27E-01	6.66E-01
DCAF8L2	13	NPY1R	10	1	4.51E-01	6.16E-01
DCAF8L2	13	NR1I3	4	1	2.11E-01	5.33E-01
DCAF8L2	13	OR10K1	7	2	5.37E-02	5.27E-01
DCAF8L2	13	OR10V1	5	1	2.56E-01	5.33E-01
DCAF8L2	13	OR2C3	13	1	5.44E-01	6.77E-01
DCAF8L2	13	OR2G6	14	1	5.71E-01	6.97E-01
DCAF8L2	13	OR2T2	8	1	3.80E-01	5.82E-01
DCAF8L2	13	OR4C45	8	1	3.80E-01	5.82E-01
DCAF8L2	13	OR4N4	8	1	3.80E-01	5.82E-01
DCAF8L2	13	OR51B5	9	3	1.00E-02	5.16E-01
DCAF8L2	13	OR5M1	4	1	2.11E-01	5.33E-01
DCAF8L2	13	PEG3	21	2	3.41E-01	5.63E-01
DCAF8L2	13	POU3F3	8	1	3.80E-01	5.82E-01
DCAF8L2	13	PRR23C	6	1	3.00E-01	5.52E-01
DCAF8L2	13	RB1	135	10	2.49E-01	5.33E-01
DCAF8L2	13	RHAG	12	2	1.43E-01	5.27E-01
DCAF8L2	13	SAMD1	15	2	2.07E-01	5.33E-01
DCAF8L2	13	SCGB1D1	3	1	1.62E-01	5.27E-01
DCAF8L2	13	SELL	9	1	4.16E-01	5.98E-01
DCAF8L2	13	SELP	15	2	2.07E-01	5.33E-01
DCAF8L2	13	SIGLEC12	8	2	6.93E-02	5.27E-01
DCAF8L2	13	SLC4A10	18	1	1.00E+00	1.00E+00
DCAF8L2	13	SLC8A3	20	1	1.00E+00	1.00E+00
DCAF8L2	13	SLC9A4	11	1	4.84E-01	6.38E-01
DCAF8L2	13	SNCB	5	1	2.56E-01	5.33E-01
DCAF8L2	13	SPHKAP	39	2	1.00E+00	1.00E+00
DCAF8L2	13	ST6GALNAC3	10	1	4.51E-01	6.16E-01
DCAF8L2	13	STX11	4	1	2.11E-01	5.33E-01
DCAF8L2	13	TCF21	4	1	2.11E-01	5.33E-01
DCAF8L2	13	TCP10L2	7	1	3.41E-01	5.63E-01
DCAF8L2	13	TGM3	10	1	4.51E-01	6.16E-01
DCAF8L2	13	TKTL2	21	1	1.00E+00	1.00E+00
DCAF8L2	13	TMEM132D	50	3	1.00E+00	1.00E+00
DCAF8L2	13	TMPRSS15	16	1	1.00E+00	1.00E+00
DCAF8L2	13	TP53	197	11	6.92E-01	8.01E-01
DCAF8L2	13	TRIM63	8	1	3.80E-01	5.82E-01
DCAF8L2	13	TUBA3C	16	1	1.00E+00	1.00E+00
DCAF8L2	13	UBE2NL	8	1	3.80E-01	5.82E-01
DCAF8L2	13	UNC93A	8	2	6.93E-02	5.27E-01
DCAF8L2	13	ZCCHC16	8	2	6.93E-02	5.27E-01
DCAF8L2	13	ZCCHC5	11	3	1.84E-02	5.27E-01
DCAF8L2	13	ZNF521	21	1	1.00E+00	1.00E+00
DCAF8L2	13	ZNF676	15	2	2.07E-01	5.33E-01
DEFB110	3	FAM47C	19	1	2.31E-01	5.33E-01
DEFB110	3	GAB4	12	1	1.50E-01	5.27E-01
DEFB110	3	GLB1L2	8	1	1.02E-01	5.27E-01
DEFB110	3	HPR	2	1	2.62E-02	5.27E-01
DEFB110	3	KCNJ12	10	1	1.26E-01	5.27E-01
DEFB110	3	KIAA1211	28	1	3.26E-01	5.63E-01
DEFB110	3	LRP1B	87	3	5.44E-02	5.27E-01
DEFB110	3	LRRC7	36	1	4.04E-01	5.92E-01
DEFB110	3	MARCO	9	2	4.09E-03	4.96E-01
DEFB110	3	MRGPRX4	8	1	1.02E-01	5.27E-01
DEFB110	3	OR10J1	12	1	1.50E-01	5.27E-01
DEFB110	3	OR2G6	14	1	1.74E-01	5.33E-01
DEFB110	3	OR2T2	8	1	1.02E-01	5.27E-01
DEFB110	3	OR4C45	8	1	1.02E-01	5.27E-01
DEFB110	3	OR5M1	4	1	5.19E-02	5.27E-01
DEFB110	3	OR9Q2	8	1	1.02E-01	5.27E-01
DEFB110	3	PTEN	13	1	1.62E-01	5.27E-01
DEFB110	3	RB1	135	3	2.72E-01	5.43E-01
DEFB110	3	RHAG	12	1	1.50E-01	5.27E-01
DEFB110	3	SELP	15	2	1.17E-02	5.24E-01
DEFB110	3	SH2D1A	4	1	5.19E-02	5.27E-01
DEFB110	3	SIGLEC12	8	1	1.02E-01	5.27E-01
DEFB110	3	SNCB	5	1	6.46E-02	5.27E-01
DEFB110	3	SPHKAP	39	1	4.32E-01	6.05E-01
DEFB110	3	TCF21	4	1	5.19E-02	5.27E-01
DEFB110	3	TMEM132D	50	2	1.22E-01	5.27E-01
DEFB110	3	TP53	197	3	1.00E+00	1.00E+00
DEFB110	3	UNC93A	8	1	1.02E-01	5.27E-01
DEFB110	3	ZNF521	21	1	2.53E-01	5.33E-01
DEFB110	3	ZNF676	15	1	1.85E-01	5.33E-01
DEFB112	6	ETNK2	4	1	1.02E-01	5.27E-01
DEFB112	6	FAM47C	19	1	4.10E-01	5.93E-01
DEFB112	6	FCRL4	11	1	2.59E-01	5.35E-01
DEFB112	6	FCRL5	17	2	6.58E-02	5.27E-01
DEFB112	6	GIPC2	3	1	7.72E-02	5.27E-01
DEFB112	6	JPH2	10	1	2.38E-01	5.33E-01
DEFB112	6	KCNJ12	10	1	2.38E-01	5.33E-01
DEFB112	6	KCNN2	13	1	3.00E-01	5.52E-01
DEFB112	6	KRTAP13-1	5	1	1.26E-01	5.27E-01
DEFB112	6	LILRB2	14	1	3.19E-01	5.58E-01
DEFB112	6	LPPR4	16	1	3.57E-01	5.71E-01
DEFB112	6	LRP1B	87	3	6.77E-01	7.90E-01
DEFB112	6	LRRC7	36	1	1.00E+00	1.00E+00
DEFB112	6	MNDA	11	1	2.59E-01	5.35E-01
DEFB112	6	MYBPC1	13	1	3.00E-01	5.52E-01
DEFB112	6	NAV3	56	3	1.60E-01	5.27E-01
DEFB112	6	NLRP14	19	1	4.10E-01	5.93E-01
DEFB112	6	OCM2	3	1	7.72E-02	5.27E-01
DEFB112	6	OR2A14	6	2	8.29E-03	4.96E-01
DEFB112	6	OR2T2	8	1	1.95E-01	5.33E-01
DEFB112	6	OR52E4	8	1	1.95E-01	5.33E-01
DEFB112	6	OR5J2	10	1	2.38E-01	5.33E-01
DEFB112	6	OR5M9	11	1	2.59E-01	5.35E-01
DEFB112	6	P2RX6	5	1	1.26E-01	5.27E-01
DEFB112	6	RB1	135	5	4.05E-01	5.93E-01
DEFB112	6	SCGB1D1	3	1	7.72E-02	5.27E-01
DEFB112	6	SELP	15	2	5.21E-02	5.27E-01
DEFB112	6	SLC8A3	20	1	4.27E-01	6.03E-01
DEFB112	6	SPHKAP	39	2	2.73E-01	5.43E-01
DEFB112	6	TCF23	4	1	1.02E-01	5.27E-01
DEFB112	6	TMEM132D	50	1	1.00E+00	1.00E+00
DEFB112	6	TMEM134	2	1	5.21E-02	5.27E-01
DEFB112	6	TMPRSS15	16	2	5.88E-02	5.27E-01
DEFB112	6	TP53	197	6	1.00E+00	1.00E+00
DEFB112	6	TRIM63	8	1	1.95E-01	5.33E-01
DEFB112	6	TUBA3C	16	1	3.57E-01	5.71E-01
DEFB112	6	ZCCHC16	8	1	1.95E-01	5.33E-01
DEFB112	6	ZFP36L2	7	1	1.72E-01	5.33E-01
DEFB112	6	ZNF521	21	1	4.44E-01	6.14E-01
DEFB112	6	ZNF676	15	1	3.38E-01	5.63E-01
DFNB59	3	F2	4	1	5.19E-02	5.27E-01
DFNB59	3	GABRG1	18	1	2.20E-01	5.33E-01
DFNB59	3	HHEX	4	1	5.19E-02	5.27E-01
DFNB59	3	KCNQ2	11	1	1.38E-01	5.27E-01
DFNB59	3	KIAA1211	28	2	4.05E-02	5.27E-01
DFNB59	3	KRTAP2-2	5	1	6.46E-02	5.27E-01
DFNB59	3	LELP1	4	1	5.19E-02	5.27E-01
DFNB59	3	LRP1B	87	2	5.60E-01	6.88E-01
DFNB59	3	MS4A14	13	1	1.62E-01	5.27E-01
DFNB59	3	NPY1R	10	1	1.26E-01	5.27E-01
DFNB59	3	NR1I3	4	1	5.19E-02	5.27E-01
DFNB59	3	NUDT19	7	1	8.97E-02	5.27E-01
DFNB59	3	OR10J1	12	1	1.50E-01	5.27E-01
DFNB59	3	OR10V1	5	1	6.46E-02	5.27E-01
DFNB59	3	OR2C3	13	1	1.62E-01	5.27E-01
DFNB59	3	OR2G6	14	1	1.74E-01	5.33E-01
DFNB59	3	OR5M11	7	1	8.97E-02	5.27E-01
DFNB59	3	RB1	135	2	1.00E+00	1.00E+00
DFNB59	3	RHAG	12	1	1.50E-01	5.27E-01
DFNB59	3	SIGLEC12	8	1	1.02E-01	5.27E-01
DFNB59	3	SLC8A3	20	1	2.42E-01	5.33E-01
DFNB59	3	SPHKAP	39	1	4.32E-01	6.05E-01
DFNB59	3	TBCA	1	1	1.32E-02	5.27E-01
DFNB59	3	TKTL2	21	1	2.53E-01	5.33E-01
DFNB59	3	TMEM132D	50	1	5.26E-01	6.65E-01
DFNB59	3	TP53	197	3	1.00E+00	1.00E+00
DFNB59	3	ZNF521	21	1	2.53E-01	5.33E-01
DIO2	8	FAM47C	19	1	5.07E-01	6.52E-01
DIO2	8	FAM69C	7	1	2.24E-01	5.33E-01
DIO2	8	FCRL4	11	1	3.31E-01	5.63E-01
DIO2	8	FCRL5	17	1	4.67E-01	6.28E-01
DIO2	8	GAB4	12	2	5.97E-02	5.27E-01
DIO2	8	GABRG1	18	1	4.88E-01	6.38E-01
DIO2	8	GCG	8	1	2.52E-01	5.33E-01
DIO2	8	GPR139	9	1	2.79E-01	5.43E-01
DIO2	8	GPR35	6	1	1.95E-01	5.33E-01
DIO2	8	JPH2	10	1	3.06E-01	5.52E-01
DIO2	8	KCNQ2	11	1	3.31E-01	5.63E-01
DIO2	8	KIAA1211	28	2	2.56E-01	5.33E-01
DIO2	8	KLRG1	7	1	2.24E-01	5.33E-01
DIO2	8	LPPR4	16	1	4.47E-01	6.14E-01
DIO2	8	LRP1B	87	3	1.00E+00	1.00E+00
DIO2	8	LRRC7	36	1	1.00E+00	1.00E+00
DIO2	8	MMP24	6	1	1.95E-01	5.33E-01
DIO2	8	MNDA	11	1	3.31E-01	5.63E-01
DIO2	8	MORC1	24	1	5.95E-01	7.16E-01
DIO2	8	MS4A14	13	1	3.80E-01	5.82E-01
DIO2	8	NAV3	56	2	1.00E+00	1.00E+00
DIO2	8	NLRP14	19	1	5.07E-01	6.52E-01
DIO2	8	NOS1	19	1	5.07E-01	6.52E-01
DIO2	8	NPY1R	10	1	3.06E-01	5.52E-01
DIO2	8	NR1I3	4	1	1.34E-01	5.27E-01
DIO2	8	NTNG2	8	1	2.52E-01	5.33E-01
DIO2	8	OCM2	3	1	1.02E-01	5.27E-01
DIO2	8	OR2C3	13	1	3.80E-01	5.82E-01
DIO2	8	OR2J2	4	1	1.34E-01	5.27E-01
DIO2	8	OR2T2	8	1	2.52E-01	5.33E-01
DIO2	8	OR51B5	9	1	2.79E-01	5.43E-01
DIO2	8	OR52E4	8	1	2.52E-01	5.33E-01
DIO2	8	OR6B1	7	1	2.24E-01	5.33E-01
DIO2	8	OR8H2	8	1	2.52E-01	5.33E-01
DIO2	8	OR9Q2	8	1	2.52E-01	5.33E-01
DIO2	8	PLSCR2	4	1	1.34E-01	5.27E-01
DIO2	8	POU3F3	8	1	2.52E-01	5.33E-01
DIO2	8	PTEN	13	1	3.80E-01	5.82E-01
DIO2	8	PTF1A	9	1	2.79E-01	5.43E-01
DIO2	8	PTPRH	14	2	7.94E-02	5.27E-01
DIO2	8	RB1	135	3	2.76E-01	5.43E-01
DIO2	8	REG1B	13	1	3.80E-01	5.82E-01
DIO2	8	SAMD1	15	1	4.25E-01	6.01E-01
DIO2	8	SLC9A4	11	1	3.31E-01	5.63E-01
DIO2	8	SPHKAP	39	3	1.40E-01	5.27E-01
DIO2	8	TCF23	4	1	1.34E-01	5.27E-01
DIO2	8	TCP10L2	7	1	2.24E-01	5.33E-01
DIO2	8	TGM3	10	1	3.06E-01	5.52E-01
DIO2	8	TKTL2	21	3	2.81E-02	5.27E-01
DIO2	8	TMEM132D	50	2	6.88E-01	7.99E-01
DIO2	8	TNNI2	3	1	1.02E-01	5.27E-01
DIO2	8	TP53	197	8	6.02E-01	7.21E-01
DIO2	8	TPD52	3	1	1.02E-01	5.27E-01
DIO2	8	TRIM63	8	1	2.52E-01	5.33E-01
DIO2	8	UBE2NL	8	1	2.52E-01	5.33E-01
DIO2	8	ZCCHC5	11	1	3.31E-01	5.63E-01
DIO2	8	ZFP36L2	7	1	2.24E-01	5.33E-01
DIO2	8	ZSCAN10	8	1	2.52E-01	5.33E-01
DUSP22	5	F2	4	1	8.54E-02	5.27E-01
DUSP22	5	GAB4	12	1	2.39E-01	5.33E-01
DUSP22	5	GABRG1	18	1	3.40E-01	5.63E-01
DUSP22	5	HIST1H2BL	5	1	1.06E-01	5.27E-01
DUSP22	5	IL10	6	1	1.26E-01	5.27E-01
DUSP22	5	IQSEC3	9	1	1.84E-01	5.33E-01
DUSP22	5	KCNQ2	11	1	2.21E-01	5.33E-01
DUSP22	5	LILRB2	14	1	2.74E-01	5.43E-01
DUSP22	5	LRFN5	25	1	4.44E-01	6.14E-01
DUSP22	5	LRP1B	87	3	3.72E-01	5.82E-01
DUSP22	5	LRRC7	36	1	5.80E-01	7.05E-01
DUSP22	5	MBLAC1	3	1	6.46E-02	5.27E-01
DUSP22	5	MRGPRX4	8	1	1.65E-01	5.27E-01
DUSP22	5	MS4A14	13	1	2.56E-01	5.33E-01
DUSP22	5	MYBPC1	13	1	2.56E-01	5.33E-01
DUSP22	5	NAV3	56	1	1.00E+00	1.00E+00
DUSP22	5	NOS1	19	1	3.55E-01	5.71E-01
DUSP22	5	NR1I3	4	1	8.54E-02	5.27E-01
DUSP22	5	OR10K1	7	1	1.46E-01	5.27E-01
DUSP22	5	OR2C3	13	1	2.56E-01	5.33E-01
DUSP22	5	OR4K17	12	1	2.39E-01	5.33E-01
DUSP22	5	OR52K1	10	1	2.03E-01	5.33E-01
DUSP22	5	POU3F3	8	1	1.65E-01	5.27E-01
DUSP22	5	PRDM12	5	1	1.06E-01	5.27E-01
DUSP22	5	PRR23C	6	1	1.26E-01	5.27E-01
DUSP22	5	PTPRH	14	1	2.74E-01	5.43E-01
DUSP22	5	RB1	135	3	1.00E+00	1.00E+00
DUSP22	5	ST6GALNAC3	10	1	2.03E-01	5.33E-01
DUSP22	5	TMEM215	4	1	8.54E-02	5.27E-01
DUSP22	5	TP53	197	4	5.22E-01	6.62E-01
DUSP22	5	WNT11	6	1	1.26E-01	5.27E-01
DUSP22	5	ZCCHC16	8	1	1.65E-01	5.27E-01
DUSP22	5	ZNF521	21	3	6.03E-03	4.96E-01
DYNLRB2	2	ETNK2	4	1	3.49E-02	5.27E-01
DYNLRB2	2	GABRB1	12	1	1.03E-01	5.27E-01
DYNLRB2	2	GABRG1	18	1	1.52E-01	5.27E-01
DYNLRB2	2	KCNJ12	10	1	8.60E-02	5.27E-01
DYNLRB2	2	LRP1B	87	2	1.45E-01	5.27E-01
DYNLRB2	2	MRGPRX4	8	1	6.91E-02	5.27E-01
DYNLRB2	2	OR10C1	2	1	1.75E-02	5.27E-01
DYNLRB2	2	OR10V1	5	1	4.35E-02	5.27E-01
DYNLRB2	2	OR51B5	9	1	7.76E-02	5.27E-01
DYNLRB2	2	POU3F3	8	1	6.91E-02	5.27E-01
DYNLRB2	2	RB1	135	2	5.15E-01	6.54E-01
DYNLRB2	2	SAMD1	15	1	1.28E-01	5.27E-01
DYNLRB2	2	SLC4A10	18	1	1.52E-01	5.27E-01
DYNLRB2	2	TCP10L2	7	1	6.06E-02	5.27E-01
DYNLRB2	2	TMEM132D	50	1	3.91E-01	5.86E-01
DYNLRB2	2	TP53	197	2	1.00E+00	1.00E+00
DYNLRB2	2	TUBA3C	16	1	1.36E-01	5.27E-01
ECHDC2	5	ELOVL5	3	1	6.46E-02	5.27E-01
ECHDC2	5	FAM83C	11	1	2.21E-01	5.33E-01
ECHDC2	5	FCRL5	17	1	3.24E-01	5.63E-01
ECHDC2	5	GABRG1	18	1	3.40E-01	5.63E-01
ECHDC2	5	IL10	6	1	1.26E-01	5.27E-01
ECHDC2	5	LRFN5	25	2	9.40E-02	5.27E-01
ECHDC2	5	LRP1B	87	4	7.14E-02	5.27E-01
ECHDC2	5	LRRC7	36	2	1.78E-01	5.33E-01
ECHDC2	5	MIA2	11	2	1.96E-02	5.27E-01
ECHDC2	5	MNDA	11	1	2.21E-01	5.33E-01
ECHDC2	5	NAV3	56	2	5.99E-01	7.17E-01
ECHDC2	5	NLRP14	19	1	3.55E-01	5.71E-01
ECHDC2	5	OR10J1	12	1	2.39E-01	5.33E-01
ECHDC2	5	OR5J2	10	2	1.62E-02	5.27E-01
ECHDC2	5	P2RX6	5	1	1.06E-01	5.27E-01
ECHDC2	5	PLSCR2	4	1	8.54E-02	5.27E-01
ECHDC2	5	PROL1	7	1	1.46E-01	5.27E-01
ECHDC2	5	PTEN	13	2	2.73E-02	5.27E-01
ECHDC2	5	PTPRH	14	1	2.74E-01	5.43E-01
ECHDC2	5	RB1	135	4	6.51E-01	7.64E-01
ECHDC2	5	RPL37	2	1	4.35E-02	5.27E-01
ECHDC2	5	SELP	15	1	2.91E-01	5.52E-01
ECHDC2	5	SLC4A10	18	1	3.40E-01	5.63E-01
ECHDC2	5	SLC8A3	20	1	3.71E-01	5.82E-01
ECHDC2	5	SPHKAP	39	1	1.00E+00	1.00E+00
ECHDC2	5	TMEM132D	50	2	3.02E-01	5.52E-01
ECHDC2	5	TNNI2	3	1	6.46E-02	5.27E-01
ECHDC2	5	TP53	197	5	1.00E+00	1.00E+00
ECHDC2	5	TUBA3C	16	1	3.07E-01	5.52E-01
ECHDC2	5	UBE2NL	8	1	1.65E-01	5.27E-01
ECHDC2	5	ZCCHC5	11	2	1.96E-02	5.27E-01
ECHDC2	5	ZNF521	21	1	3.86E-01	5.84E-01
ECHDC2	5	ZNF676	15	1	2.91E-01	5.52E-01
ECHDC2	5	ZSCAN10	8	1	1.65E-01	5.27E-01
ELOVL5	3	FCRL5	17	1	2.08E-01	5.33E-01
ELOVL5	3	FGF23	7	1	8.97E-02	5.27E-01
ELOVL5	3	GABRB1	12	1	1.50E-01	5.27E-01
ELOVL5	3	GAL3ST3	6	1	7.72E-02	5.27E-01
ELOVL5	3	GCG	8	1	1.02E-01	5.27E-01
ELOVL5	3	IGFBP2	10	1	1.26E-01	5.27E-01
ELOVL5	3	KCNN2	13	1	1.62E-01	5.27E-01
ELOVL5	3	KIAA1211	28	1	3.26E-01	5.63E-01
ELOVL5	3	LPPR4	16	1	1.97E-01	5.33E-01
ELOVL5	3	LRP1B	87	2	5.60E-01	6.88E-01
ELOVL5	3	LRRC7	36	1	4.04E-01	5.92E-01
ELOVL5	3	NAV3	56	2	1.50E-01	5.27E-01
ELOVL5	3	NLRP14	19	1	2.31E-01	5.33E-01
ELOVL5	3	NOS1	19	1	2.31E-01	5.33E-01
ELOVL5	3	OR10J1	12	1	1.50E-01	5.27E-01
ELOVL5	3	OR2C3	13	1	1.62E-01	5.27E-01
ELOVL5	3	OR4C45	8	1	1.02E-01	5.27E-01
ELOVL5	3	OR52K1	10	1	1.26E-01	5.27E-01
ELOVL5	3	OR5M1	4	1	5.19E-02	5.27E-01
ELOVL5	3	OR5M9	11	2	6.21E-03	4.96E-01
ELOVL5	3	OR8B4	12	1	1.50E-01	5.27E-01
ELOVL5	3	OR9Q2	8	1	1.02E-01	5.27E-01
ELOVL5	3	PEG3	21	1	2.53E-01	5.33E-01
ELOVL5	3	PLSCR2	4	1	5.19E-02	5.27E-01
ELOVL5	3	PTPRH	14	1	1.74E-01	5.33E-01
ELOVL5	3	RB1	135	2	1.00E+00	1.00E+00
ELOVL5	3	RNGTT	5	1	6.46E-02	5.27E-01
ELOVL5	3	SGCZ	13	1	1.62E-01	5.27E-01
ELOVL5	3	SLC4A10	18	1	2.20E-01	5.33E-01
ELOVL5	3	SLC8A3	20	2	2.09E-02	5.27E-01
ELOVL5	3	SPHKAP	39	1	4.32E-01	6.05E-01
ELOVL5	3	TMEM132D	50	1	5.26E-01	6.65E-01
ELOVL5	3	TMPRSS15	16	1	1.97E-01	5.33E-01
ELOVL5	3	TP53	197	3	1.00E+00	1.00E+00
ELOVL5	3	UBE2NL	8	1	1.02E-01	5.27E-01
ELOVL5	3	ZCCHC5	11	1	1.38E-01	5.27E-01
ELOVL5	3	ZNF521	21	1	2.53E-01	5.33E-01
ESX1	6	FAM47C	19	1	4.10E-01	5.93E-01
ESX1	6	FAM83C	11	1	2.59E-01	5.35E-01
ESX1	6	GAL3ST3	6	1	1.49E-01	5.27E-01
ESX1	6	GPR35	6	1	1.49E-01	5.27E-01
ESX1	6	IGFBP2	10	1	2.38E-01	5.33E-01
ESX1	6	IQSEC3	9	1	2.17E-01	5.33E-01
ESX1	6	KCNJ12	10	1	2.38E-01	5.33E-01
ESX1	6	KCNN2	13	1	3.00E-01	5.52E-01
ESX1	6	KRTAP10-11	7	1	1.72E-01	5.33E-01
ESX1	6	LPPR4	16	2	5.88E-02	5.27E-01
ESX1	6	LRRC7	36	2	2.41E-01	5.33E-01
ESX1	6	MS4A14	13	1	3.00E-01	5.52E-01
ESX1	6	OR8B4	12	1	2.80E-01	5.43E-01
ESX1	6	PRR23C	6	1	1.49E-01	5.27E-01
ESX1	6	RB1	135	3	6.90E-01	8.00E-01
ESX1	6	RGS13	5	1	1.26E-01	5.27E-01
ESX1	6	SGCZ	13	1	3.00E-01	5.52E-01
ESX1	6	SLC4A10	18	1	3.93E-01	5.87E-01
ESX1	6	SLC8A3	20	1	4.27E-01	6.03E-01
ESX1	6	SNCB	5	1	1.26E-01	5.27E-01
ESX1	6	SPHKAP	39	2	2.73E-01	5.43E-01
ESX1	6	TKTL2	21	2	9.68E-02	5.27E-01
ESX1	6	TMEM132D	50	1	1.00E+00	1.00E+00
ESX1	6	TMEM155	2	1	5.21E-02	5.27E-01
ESX1	6	TP53	197	4	1.89E-01	5.33E-01
ESX1	6	TUBA3C	16	1	3.57E-01	5.71E-01
ETNK2	4	FCRL4	11	1	1.81E-01	5.33E-01
ETNK2	4	GAB4	12	1	1.96E-01	5.33E-01
ETNK2	4	GABRB1	12	1	1.96E-01	5.33E-01
ETNK2	4	GPR139	9	1	1.50E-01	5.27E-01
ETNK2	4	KLHL34	9	1	1.50E-01	5.27E-01
ETNK2	4	KRTAP13-1	5	1	8.54E-02	5.27E-01
ETNK2	4	LPPR4	16	1	2.54E-01	5.33E-01
ETNK2	4	LRFN5	25	2	6.05E-02	5.27E-01
ETNK2	4	LRP1B	87	1	1.00E+00	1.00E+00
ETNK2	4	MRGPRX4	8	1	1.34E-01	5.27E-01
ETNK2	4	NLRP14	19	1	2.96E-01	5.52E-01
ETNK2	4	OR10V1	5	1	8.54E-02	5.27E-01
ETNK2	4	OR4N4	8	1	1.34E-01	5.27E-01
ETNK2	4	OR51B5	9	1	1.50E-01	5.27E-01
ETNK2	4	POU3F3	8	1	1.34E-01	5.27E-01
ETNK2	4	RB1	135	3	6.47E-01	7.61E-01
ETNK2	4	SAMD1	15	1	2.40E-01	5.33E-01
ETNK2	4	SIGLEC12	8	1	1.34E-01	5.27E-01
ETNK2	4	SLC4A10	18	1	2.82E-01	5.45E-01
ETNK2	4	SPHKAP	39	2	1.37E-01	5.27E-01
ETNK2	4	TCP10L2	7	1	1.18E-01	5.27E-01
ETNK2	4	TMEM132D	50	1	1.00E+00	1.00E+00
ETNK2	4	TP53	197	3	4.45E-01	6.14E-01
ETNK2	4	TUBA3C	16	1	2.54E-01	5.33E-01
ETNK2	4	WNT11	6	1	1.02E-01	5.27E-01
ETNK2	4	ZCCHC16	8	1	1.34E-01	5.27E-01
F2	4	GAB4	12	1	1.96E-01	5.33E-01
F2	4	GABRG1	18	2	3.22E-02	5.27E-01
F2	4	GLYATL1	7	1	1.18E-01	5.27E-01
F2	4	GPR35	6	1	1.02E-01	5.27E-01
F2	4	KCNQ2	11	1	1.81E-01	5.33E-01
F2	4	KIAA1211	28	1	4.10E-01	5.93E-01
F2	4	KRTAP12-4	3	1	5.19E-02	5.27E-01
F2	4	KRTAP2-2	5	1	8.54E-02	5.27E-01
F2	4	LELP1	4	1	6.88E-02	5.27E-01
F2	4	LRFN5	25	1	3.74E-01	5.82E-01
F2	4	LRP1B	87	3	1.57E-01	5.27E-01
F2	4	MBLAC1	3	1	5.19E-02	5.27E-01
F2	4	MIA2	11	1	1.81E-01	5.33E-01
F2	4	MRGPRX4	8	1	1.34E-01	5.27E-01
F2	4	MS4A14	13	1	2.11E-01	5.33E-01
F2	4	NAV3	56	2	2.53E-01	5.33E-01
F2	4	NLRP14	19	2	3.58E-02	5.27E-01
F2	4	NPY1R	10	1	1.65E-01	5.27E-01
F2	4	NR1I3	4	1	6.88E-02	5.27E-01
F2	4	OR10J1	12	1	1.96E-01	5.33E-01
F2	4	OR10K1	7	1	1.18E-01	5.27E-01
F2	4	OR10V1	5	1	8.54E-02	5.27E-01
F2	4	OR2C3	13	2	1.69E-02	5.27E-01
F2	4	OR2G6	14	2	1.96E-02	5.27E-01
F2	4	OR5M11	7	1	1.18E-01	5.27E-01
F2	4	PGRMC1	5	1	8.54E-02	5.27E-01
F2	4	PRR23C	6	1	1.02E-01	5.27E-01
F2	4	RB1	135	4	1.47E-01	5.27E-01
F2	4	REG1B	13	1	2.11E-01	5.33E-01
F2	4	RHAG	12	1	1.96E-01	5.33E-01
F2	4	SLC8A3	20	1	3.09E-01	5.53E-01
F2	4	SNCB	5	1	8.54E-02	5.27E-01
F2	4	SPHKAP	39	1	5.30E-01	6.68E-01
F2	4	TBCA	1	1	1.75E-02	5.27E-01
F2	4	TKTL2	21	2	4.34E-02	5.27E-01
F2	4	TMEM132D	50	1	1.00E+00	1.00E+00
F2	4	TMEM155	2	1	3.49E-02	5.27E-01
F2	4	TP53	197	4	1.00E+00	1.00E+00
F2	4	TUBA3C	16	1	2.54E-01	5.33E-01
F2	4	ZCCHC16	8	2	6.26E-03	4.96E-01
FAM47C	19	FAM69C	7	1	4.61E-01	6.21E-01
FAM47C	19	FCRL4	11	3	5.29E-02	5.27E-01
FAM47C	19	FCRL5	17	1	1.00E+00	1.00E+00
FAM47C	19	GAB4	12	2	2.63E-01	5.41E-01
FAM47C	19	GABRG1	18	2	6.51E-01	7.64E-01
FAM47C	19	GAL3ST3	6	1	4.10E-01	5.93E-01
FAM47C	19	GCG	8	1	5.07E-01	6.52E-01
FAM47C	19	GLB1L2	8	1	5.07E-01	6.52E-01
FAM47C	19	GPR139	9	1	5.50E-01	6.79E-01
FAM47C	19	GPR35	6	1	4.10E-01	5.93E-01
FAM47C	19	HHEX	4	1	2.96E-01	5.52E-01
FAM47C	19	HIST1H4L	3	1	2.31E-01	5.33E-01
FAM47C	19	HPR	2	1	1.60E-01	5.27E-01
FAM47C	19	IFNA6	6	1	4.10E-01	5.93E-01
FAM47C	19	IQSEC3	9	1	5.50E-01	6.79E-01
FAM47C	19	JPH2	10	1	5.89E-01	7.11E-01
FAM47C	19	KCNJ12	10	2	1.98E-01	5.33E-01
